"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Category","Classcode","Amount","Total_Amount","Percentage"
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Other Brown Algae",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Encrusting Red Algae",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Red Algae",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Crustose Coralline",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Sessile Invertebrates",7,30,23.3333333333333
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Superlayer","Superlayer Brown Algae",1,30,3.33333333333333
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Articulated Coralline",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Kelp Holdfast",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Superlayer","Superlayer Green Algae",8,30,26.6666666666667
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Green Algae",0,30,0
"Devils Head",47.166934,-122.761201,2023,2023-08-25,6,4,"UPC Cover","Seagrasses",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","None",23,30,76.6666666666667
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Other Brown Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Encrusting Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Red Algae",1,30,3.33333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Sessile Invertebrates",4,30,13.3333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Articulated Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Green Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,1,13.5,"UPC Cover","Seagrasses",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","None",18,30,60
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Other Brown Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Encrusting Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Crustose Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Sessile Invertebrates",12,30,40
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Articulated Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Kelp Holdfast",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Green Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,2,14,"UPC Cover","Seagrasses",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","None",28,29,96.551724137931
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Other Brown Algae",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Encrusting Red Algae",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Red Algae",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Crustose Coralline",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Sessile Invertebrates",1,29,3.44827586206897
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Articulated Coralline",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Kelp Holdfast",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Green Algae",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,3,16,"UPC Cover","Seagrasses",0,29,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","None",8,30,26.6666666666667
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Other Brown Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Encrusting Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Crustose Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Sessile Invertebrates",22,30,73.3333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Articulated Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Kelp Holdfast",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Green Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,4,19,"UPC Cover","Seagrasses",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","None",2,30,6.66666666666667
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Other Brown Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Encrusting Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Sessile Invertebrates",27,30,90
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Articulated Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Kelp Holdfast",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Green Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,5,19,"UPC Cover","Seagrasses",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","None",11,30,36.6666666666667
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Other Brown Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Encrusting Red Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Red Algae",3,30,10
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Crustose Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Sessile Invertebrates",16,30,53.3333333333333
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Articulated Coralline",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Kelp Holdfast",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Green Algae",0,30,0
"Magnolia",47.631423,-122.401099,2021,2021-08-17,6,19,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","None",13,30,43.3333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Encrusting Red Algae",11,30,36.6666666666667
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Red Algae",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Sessile Invertebrates",3,30,10
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,1,0,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","None",14,30,46.6666666666667
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Encrusting Red Algae",7,30,23.3333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Red Algae",7,30,23.3333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Crustose Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Kelp Holdfast",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,2,NA,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","None",11,30,36.6666666666667
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Other Brown Algae",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Encrusting Red Algae",8,30,26.6666666666667
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Red Algae",3,30,10
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Sessile Invertebrates",5,30,16.6666666666667
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,3,0,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","None",13,29,44.8275862068966
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Other Brown Algae",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Encrusting Red Algae",5,29,17.2413793103448
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Red Algae",2,29,6.89655172413793
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Crustose Coralline",3,29,10.3448275862069
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Sessile Invertebrates",4,29,13.7931034482759
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Articulated Coralline",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Kelp Holdfast",2,29,6.89655172413793
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Green Algae",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,4,10,"UPC Cover","Seagrasses",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","None",19,30,63.3333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Encrusting Red Algae",4,30,13.3333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Red Algae",6,30,20
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Crustose Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Kelp Holdfast",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,5,10.5,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","None",18,29,62.0689655172414
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Other Brown Algae",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Encrusting Red Algae",3,29,10.3448275862069
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Red Algae",1,29,3.44827586206897
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Crustose Coralline",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Sessile Invertebrates",2,29,6.89655172413793
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Articulated Coralline",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Kelp Holdfast",0,29,0
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Green Algae",5,29,17.2413793103448
"Wing Point",47.615814,-122.488302,2021,2021-08-18,6,11,"UPC Cover","Seagrasses",0,29,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","None",14,30,46.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Encrusting Red Algae",8,30,26.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Red Algae",6,30,20
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Sessile Invertebrates",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,1,5,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","None",11,30,36.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Encrusting Red Algae",6,30,20
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Red Algae",5,30,16.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Crustose Coralline",3,30,10
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Sessile Invertebrates",3,30,10
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Kelp Holdfast",2,30,6.66666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,2,4.5,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","None",15,30,50
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Encrusting Red Algae",8,30,26.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Red Algae",3,30,10
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Crustose Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Sessile Invertebrates",4,30,13.3333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Kelp Holdfast",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,3,2.5,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","None",12,30,40
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Encrusting Red Algae",9,30,30
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Red Algae",3,30,10
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Crustose Coralline",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Sessile Invertebrates",5,30,16.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Kelp Holdfast",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Green Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,4,3,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","None",14,30,46.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Encrusting Red Algae",9,30,30
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Red Algae",5,30,16.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Crustose Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Kelp Holdfast",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Green Algae",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,5,2.5,"UPC Cover","Seagrasses",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","None",10,30,33.3333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Other Brown Algae",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Encrusting Red Algae",6,30,20
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Red Algae",7,30,23.3333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Crustose Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Sessile Invertebrates",5,30,16.6666666666667
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Articulated Coralline",0,30,0
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Green Algae",1,30,3.33333333333333
"Wing Point",47.615814,-122.488302,2022,2022-09-14,6,2,"UPC Cover","Seagrasses",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","None",6,30,20
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Other Brown Algae",2,30,6.66666666666667
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Encrusting Red Algae",7,30,23.3333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Superlayer","Superlayer Mobile Invertebrates",1,30,3.33333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Red Algae",4,30,13.3333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Crustose Coralline",7,30,23.3333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Sessile Invertebrates",3,30,10
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Superlayer","Superlayer Brown Algae",15,30,50
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Articulated Coralline",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Kelp Holdfast",1,30,3.33333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Acid Weed",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Green Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,1,31.5,"UPC Cover","Seagrasses",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","None",17,30,56.6666666666667
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Other Brown Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Encrusting Red Algae",4,30,13.3333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Red Algae",1,30,3.33333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Crustose Coralline",7,30,23.3333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Superlayer","Superlayer Brown Algae",11,30,36.6666666666667
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Articulated Coralline",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Kelp Holdfast",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Acid Weed",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Green Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,2,25.5,"UPC Cover","Seagrasses",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","None",14,30,46.6666666666667
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Other Brown Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Encrusting Red Algae",6,30,20
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Superlayer","Superlayer Mobile Invertebrates",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Red Algae",2,30,6.66666666666667
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Crustose Coralline",7,30,23.3333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Sessile Invertebrates",1,30,3.33333333333333
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Superlayer","Superlayer Brown Algae",9,30,30
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Superlayer","Superlayer Red Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Articulated Coralline",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Superlayer","Superlayer Acid Weed",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Kelp Holdfast",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Acid Weed",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Superlayer","Superlayer Green Algae",0,30,0
"Reuben Tarte",48.612837,-123.097222,2024,2024-09-13,3,26,"UPC Cover","Green Algae",0,30,0
