"Site","Latitude","Longitude","Year","Date","Transect","Classcode","Sex_Age","Amount","Size_category","Size_mean_cm","Size_min_cm","Size_max_cm","Depth_ft","depth_start_ft","depth_end_ft","Visibility_m"
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Kelp Perch",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Lingcod",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Pile Perch",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Puget Sound YOY",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Quillback Rockfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Red Irish Lord",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Shiner Perch",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Spiny Dogfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Spotted Ratfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Striped Perch",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Vermillion YOY",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Yelloweye YOY",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,18,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,13.5,13,14,3
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Black Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Blue Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Bocaccio YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Brown Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Cabezon",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Canary Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Canary YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"China Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Copper Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Deacon Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Forage Fish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Gopher Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Grass Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Kelp Greenling",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Kelp Perch",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Lingcod",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Pile Perch",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Puget Sound YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Quillback Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Red Irish Lord",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Shiner Perch",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Spiny Dogfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Spotted Ratfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Striped Perch",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Vermillion YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Wolf Eel",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Yelloweye YOY",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2024,2024-05-25,19,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,19.5,20,19,2.4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Black Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Blue Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Bocaccio YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Brown Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Cabezon",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Canary Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Canary YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"China Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Copper Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Deacon Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Forage Fish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Gopher Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Grass Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Kelp Greenling",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Kelp Perch",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Lingcod",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Pile Perch",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Puget Sound YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Quillback Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Red Irish Lord",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Shiner Perch",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Spiny Dogfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Spotted Ratfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Striped Perch",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Vermillion YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Wolf Eel",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Yelloweye YOY",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,1,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,19,19,19,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Black Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Blue Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Bocaccio YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Brown Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Cabezon",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Canary Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Canary YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"China Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Copper Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Deacon Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Forage Fish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Gopher Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Grass Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Kelp Greenling",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Kelp Perch",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Lingcod",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Pile Perch",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Puget Sound YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Quillback Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Red Irish Lord",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Shiner Perch",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Spiny Dogfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Spotted Ratfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Striped Perch",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Vermillion YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Wolf Eel",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Yelloweye YOY",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,2,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,24.5,26,23,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Black Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Blue Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Bocaccio YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Brown Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Cabezon",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Canary Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Canary YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"China Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Copper Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Deacon Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Forage Fish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Gopher Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Grass Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Kelp Greenling",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Kelp Perch",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Lingcod",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Pile Perch",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Puget Sound YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Quillback Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Red Irish Lord",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Shiner Perch",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Spiny Dogfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Spotted Ratfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Striped Perch",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Vermillion YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Wolf Eel",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Yelloweye YOY",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,3,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,18,20,16,4.8
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Black Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Blue Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Bocaccio YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Brown Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Cabezon",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Canary Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Canary YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"China Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Copper Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Deacon Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Forage Fish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Gopher Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Grass Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Kelp Greenling",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Kelp Perch",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Lingcod",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Pile Perch",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Puget Sound YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Quillback Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Red Irish Lord",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Shiner Perch",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Spiny Dogfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Spotted Ratfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Striped Perch",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Vermillion YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Wolf Eel",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Yelloweye YOY",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,4,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,9.5,8,11,4
"Lincoln Park",47.536153,-122.397348,2025,2025-05-31,5,"Black Rockfish",NA,0,NA,NA,NA,NA,8,8,8,4.1
