"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Classcode","Amount","Stipes","Distance"
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Sieve Kelp",50,NA,17
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Sugar Kelp",9,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Three-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Torn Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Winged Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Wire Weed",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,1,18.5,"Woody Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Acid Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Broad-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Bull Kelp",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Feather Boa Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Five-Ribbed Kelp",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Giant Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Sieve Kelp",50,NA,18
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Sugar Kelp",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Three-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Torn Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Winged Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Wire Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,2,18.5,"Woody Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Acid Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Broad-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Bull Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Feather Boa Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Five-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Giant Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Sieve Kelp",50,NA,9.4
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Sugar Kelp",5,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Three-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Torn Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Winged Kelp",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Wire Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,3,21.5,"Woody Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Acid Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Broad-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Bull Kelp",49,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Feather Boa Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Five-Ribbed Kelp",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Giant Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Sieve Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Sugar Kelp",15,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Three-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Torn Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Winged Kelp",72,NA,5
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Wire Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,4,9,"Woody Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Acid Weed",8,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Broad-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Bull Kelp",54,NA,22
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Feather Boa Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Five-Ribbed Kelp",1,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Giant Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Sieve Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Sugar Kelp",29,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Three-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Torn Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Winged Kelp",23,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Wire Weed",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,5,7.5,"Woody Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Acid Weed",6,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Broad-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Bull Kelp",2,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Feather Boa Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Five-Ribbed Kelp",7,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Giant Kelp",0,0,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Sieve Kelp",33,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Sugar Kelp",26,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Three-Ribbed Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Torn Kelp",0,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Winged Kelp",8,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Wire Weed",17,NA,30
"Lions Gate",49.309049,-123.135467,2024,2024-09-01,6,10.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Bull Kelp",5,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Five-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Sugar Kelp",57,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,1,19.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Bull Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Five-Ribbed Kelp",8,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Sugar Kelp",11,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,2,19.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Bull Kelp",55,NA,15
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Five-Ribbed Kelp",10,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Sugar Kelp",16,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,3,19.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Bull Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Five-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Sugar Kelp",55,NA,5
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,4,14,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Bull Kelp",6,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Five-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Sugar Kelp",64,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,5,14,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Bull Kelp",18,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Five-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Sugar Kelp",57,NA,5
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2021,2021-10-14,6,13,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Bull Kelp",10,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Five-Ribbed Kelp",16,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Sugar Kelp",27,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,1,16,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Bull Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Five-Ribbed Kelp",17,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Sugar Kelp",3,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,2,18.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Bull Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Five-Ribbed Kelp",2,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Sieve Kelp",29,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Sugar Kelp",5,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,3,15.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Bull Kelp",5,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Five-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Sugar Kelp",54,NA,6.3
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,4,8,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Bull Kelp",8,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Five-Ribbed Kelp",10,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Sugar Kelp",52,NA,22
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,5,10,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Bull Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Five-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Sugar Kelp",110,NA,23.5
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Torn Kelp",2,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Wire Weed",1,NA,30
"Lowell Point",48.11942,-122.48704,2022,2022-10-22,6,5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Acid Weed",1,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Bull Kelp",40,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Five-Ribbed Kelp",30,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Sugar Kelp",34,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,1,19,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Bull Kelp",43,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Five-Ribbed Kelp",15,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Sieve Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Sugar Kelp",25,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,2,18.5,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Acid Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Bull Kelp",52,NA,17
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Feather Boa Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Five-Ribbed Kelp",2,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Giant Kelp",0,0,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Sieve Kelp",2,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Sugar Kelp",50,NA,28
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Three-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Torn Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Winged Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Wire Weed",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,3,15,"Woody Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,4,14.5,"Acid Weed",2,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,4,14.5,"Broad-Ribbed Kelp",0,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,4,14.5,"Bull Kelp",49,NA,30
"Lowell Point",48.11942,-122.48704,2023,2023-10-22,4,14.5,"Feather Boa Kelp",0,0,30
