"key","basin","basin_id","site","site_id","transect","depth_zone","latitude","longitude","year","date","depth_ft","acid_weed","broad-ribbed_kelp","bull_kelp","five-ribbed_kelp","sieve_kelp","sugar_kelp","three-ribbed_kelp","torn_kelp","winged_kelp","wire_weed","woody_kelp","giant_kelp_n","giant_kelp_stipe","feather_boa_n","feather_boa_stipe"
"2_14_1_24","Central_Puget_Sound",2,"Lincoln_Park",14,1,"offshore",47.536153,-122.397348,2024,"5/25/2024",19,109,0,4,32,0,184,0,0,0,0,0,0,0,0,0
"2_14_2_24","Central_Puget_Sound",2,"Lincoln_Park",14,2,"offshore",47.536153,-122.397348,2024,"5/25/2024",23.5,32,0,2,11,0,51,0,0,0,0,0,0,0,0,0
"2_14_3_24","Central_Puget_Sound",2,"Lincoln_Park",14,3,"offshore",47.536153,-122.397348,2024,"5/25/2024",19.5,26,0,2,20,0,62,0,0,0,0,0,0,0,0,0
"2_14_4_24","Central_Puget_Sound",2,"Lincoln_Park",14,4,"inshore",47.536153,-122.397348,2024,"5/25/2024",12.5,11,0,24,37,0,119,0,0,0,0,0,0,0,0,0
"2_14_5_24","Central_Puget_Sound",2,"Lincoln_Park",14,5,"inshore",47.536153,-122.397348,2024,"5/25/2024",14.5,15,0,8,20,5,80,0,0,0,0,0,0,0,0,0
"2_14_6_24","Central_Puget_Sound",2,"Lincoln_Park",14,6,"inshore",47.536153,-122.397348,2024,"5/25/2024",12.5,5,0,1,22,0,55,0,0,0,0,0,0,0,0,0
"2_14_1_25","Central_Puget_Sound",2,"Lincoln_Park",14,1,"offshore",47.536153,-122.397348,2025,"5/31/2025",19,0,0,4,20,0,103,0,0,0,0,0,0,0,0,0
"2_14_2_25","Central_Puget_Sound",2,"Lincoln_Park",14,2,"offshore",47.536153,-122.397348,2025,"5/31/2025",24.5,1,0,3,22,0,128,0,0,0,0,0,0,0,0,0
"2_14_3_25","Central_Puget_Sound",2,"Lincoln_Park",14,3,"offshore",47.536153,-122.397348,2025,"5/31/2025",23.5,0,0,2,48,3,159,0,0,0,0,0,0,0,0,0
"2_14_4_25","Central_Puget_Sound",2,"Lincoln_Park",14,4,"inshore",47.536153,-122.397348,2025,"5/31/2025",9.5,0,0,0,18,0,37,0,0,0,0,0,0,0,0,0
"2_14_5_25","Central_Puget_Sound",2,"Lincoln_Park",14,5,"inshore",47.536153,-122.397348,2025,"5/31/2025",8,1,0,26,53,0,161,0,0,0,0,0,0,0,0,0
"2_14_6_25","Central_Puget_Sound",2,"Lincoln_Park",14,6,"inshore",47.536153,-122.397348,2025,"5/31/2025",7,0,0,50,10,0,305,0,0,0,0,0,0,0,0,0
"2_15_1_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,1,"offshore",47.608873,-122.349157,2022,"6/23/2022",9,0,0,0,73,0,107,0,14,0,0,0,0,0,0,0
"2_15_2_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,2,"offshore",47.608873,-122.349157,2022,"6/23/2022",12,4,0,0,7,0,22,0,0,0,0,0,0,0,0,0
"2_15_3_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,3,"offshore",47.608873,-122.349157,2022,"6/23/2022",14,0,0,0,13,0,155,0,0,0,0,0,0,0,0,0
"2_15_4_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,4,"inshore",47.608873,-122.349157,2022,"6/23/2022",22.5,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0
"2_15_5_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,5,"inshore",47.608873,-122.349157,2022,"6/23/2022",12.5,0,0,174,13,0,177,0,0,0,11,0,0,0,0,0
"2_15_6_22","Central_Puget_Sound",2,"Seattle_Waterfront",15,6,"inshore",47.608873,-122.349157,2022,"6/23/2022",15,0,0,140,5,0,354,0,0,0,0,0,0,0,0,0
"2_15_1_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,1,"offshore",47.608873,-122.349157,2023,"9/19/2023",11.5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"2_15_2_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,2,"offshore",47.608873,-122.349157,2023,"9/19/2023",6.5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"2_15_3_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,3,"offshore",47.608873,-122.349157,2023,"9/19/2023",4.5,0,0,153,4,0,126,0,0,0,1,0,0,0,0,0
"2_15_4_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,4,"inshore",47.608873,-122.349157,2023,"9/19/2023",10.5,1,0,21,1,0,73,0,0,0,1,0,0,0,0,0
"2_15_5_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,5,"inshore",47.608873,-122.349157,2023,"9/19/2023",20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2_15_6_23","Central_Puget_Sound",2,"Seattle_Waterfront",15,6,"inshore",47.608873,-122.349157,2023,"9/19/2023",11.5,0,0,0,1,0,93,0,0,0,1,0,0,0,0,0
"2_15_1_24","Central_Puget_Sound",2,"Seattle_Waterfront",15,1,"offshore",47.608873,-122.349157,2024,"8/26/2024",7.5,5,0,0,3,0,1,0,0,0,0,0,0,0,0,0
"2_15_2_24","Central_Puget_Sound",2,"Seattle_Waterfront",15,2,"offshore",47.608873,-122.349157,2024,"8/26/2024",17.5,0,0,0,0,2,258,0,0,0,0,0,0,0,0,0
"2_15_3_24","Central_Puget_Sound",2,"Seattle_Waterfront",15,3,"offshore",47.608873,-122.349157,2024,"8/26/2024",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_15_4_24","Central_Puget_Sound",2,"Seattle_Waterfront",15,4,"inshore",47.608873,-122.349157,2024,"8/26/2024",19,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0
"2_15_5_24","Central_Puget_Sound",2,"Seattle_Waterfront",15,5,"inshore",47.608873,-122.349157,2024,"8/26/2024",7.5,0,0,58,0,0,8,0,0,0,1,0,0,0,0,0
"2_15_6_24","Central_Puget_Sound",2,"Seattle_Waterfront",15,6,"inshore",47.608873,-122.349157,2024,"8/26/2024",16,0,0,12,0,0,203,0,0,0,0,0,0,0,0,0
"2_15_1_25","Central_Puget_Sound",2,"Seattle_Waterfront",15,1,"offshore",47.608873,-122.349157,2025,"8/22/2025",9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_15_2_25","Central_Puget_Sound",2,"Seattle_Waterfront",15,2,"offshore",47.608873,-122.349157,2025,"8/22/2025",17,0,0,0,2,17,195,0,0,0,0,0,0,0,0,0
"2_15_3_25","Central_Puget_Sound",2,"Seattle_Waterfront",15,3,"offshore",47.608873,-122.349157,2025,"8/22/2025",19,0,0,2,3,0,83,0,0,0,0,0,0,0,0,0
"2_15_4_25","Central_Puget_Sound",2,"Seattle_Waterfront",15,4,"inshore",47.608873,-122.349157,2025,"8/22/2025",24,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0
"2_15_5_25","Central_Puget_Sound",2,"Seattle_Waterfront",15,5,"inshore",47.608873,-122.349157,2025,"8/22/2025",22,0,0,3,2,0,76,0,0,0,0,0,0,0,0,0
"2_15_6_25","Central_Puget_Sound",2,"Seattle_Waterfront",15,6,"inshore",47.608873,-122.349157,2025,"8/22/2025",7.5,0,0,19,2,0,7,0,0,0,6,0,0,0,0,0
"2_16_1_21","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2021,"8/18/2021",0,0,0,0,6,0,216,0,0,0,0,0,0,0,0,0
"2_16_2_21","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2021,"8/18/2021",NA,4,0,0,6,0,171,0,0,0,2,0,0,0,0,0
"2_16_3_21","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2021,"8/18/2021",0,0,0,0,10,0,477,0,0,0,0,0,0,0,0,0
"2_16_4_21","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2021,"8/18/2021",10,0,0,0,6,0,556,0,0,0,6,0,0,0,0,0
"2_16_5_21","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2021,"8/18/2021",10.5,0,0,0,0,0,139,0,0,0,4,0,0,0,0,0
"2_16_6_21","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2021,"8/18/2021",11,0,0,0,4,0,173,0,0,0,0,0,0,0,0,0
"2_16_1_22","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2022,"9/14/2022",5,0,0,0,1,0,300,0,0,0,4,0,0,0,0,0
"2_16_2_22","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2022,"9/14/2022",4.5,0,0,0,9,0,245,0,0,0,2,0,0,0,0,0
"2_16_3_22","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2022,"9/14/2022",2.5,0,0,0,8,0,121,0,0,0,1,0,0,0,0,0
"2_16_4_22","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2022,"9/14/2022",3,0,0,0,2,0,678,0,0,0,2,0,0,0,0,0
"2_16_5_22","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2022,"9/14/2022",2.5,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0
"2_16_6_22","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2022,"9/14/2022",2,0,0,0,0,0,214,0,0,0,2,0,0,0,0,0
"2_16_1_23","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2023,"7/20/2023",4,17,0,0,1,2,1236,0,0,0,1,0,0,0,0,0
"2_16_2_23","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2023,"7/20/2023",3.5,3,0,0,0,0,300,0,0,0,0,0,0,0,0,0
"2_16_3_23","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2023,"7/20/2023",3.5,6,0,0,0,0,144,0,0,0,0,0,0,0,0,0
"2_16_4_23","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2023,"7/20/2023",5,43,0,0,16,0,750,0,0,0,11,0,0,0,0,0
"2_16_5_23","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2023,"7/20/2023",5,12,0,0,16,1,187,0,0,0,2,0,0,0,0,0
"2_16_6_23","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2023,"7/20/2023",5.5,7,0,0,1,0,75,0,0,0,2,0,0,0,0,0
"2_16_1_24","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2024,"8/15/2024",7.5,41,0,0,7,0,600,0,0,0,5,0,0,0,0,0
"2_16_2_24","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2024,"8/15/2024",8,16,0,0,6,0,330,0,0,0,2,0,0,0,0,0
"2_16_3_24","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2024,"8/15/2024",9.5,12,0,0,5,0,107,0,0,0,1,0,0,0,0,0
"2_16_4_24","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2024,"8/15/2024",6.5,35,0,0,3,0,125,0,0,0,6,0,0,0,0,0
"2_16_5_24","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2024,"8/15/2024",8,34,0,0,3,0,318,0,0,0,7,0,0,0,0,0
"2_16_6_24","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2024,"8/15/2024",8.5,17,0,0,8,0,306,0,0,0,3,0,0,0,0,0
"2_16_1_25","Central_Puget_Sound",2,"Wing_Point",16,1,"offshore",47.615814,-122.488302,2025,"7/17/2025",7,38,0,0,7,0,94,0,0,0,27,0,0,0,0,0
"2_16_2_25","Central_Puget_Sound",2,"Wing_Point",16,2,"offshore",47.615814,-122.488302,2025,"7/17/2025",7,40,0,0,2,0,354,0,0,0,17,0,0,0,0,0
"2_16_3_25","Central_Puget_Sound",2,"Wing_Point",16,3,"offshore",47.615814,-122.488302,2025,"7/17/2025",7,11,0,0,1,0,85,0,0,0,11,0,0,0,0,0
"2_16_4_25","Central_Puget_Sound",2,"Wing_Point",16,4,"inshore",47.615814,-122.488302,2025,"7/17/2025",7,17,0,0,3,0,137,0,0,0,9,0,0,0,0,0
"2_16_5_25","Central_Puget_Sound",2,"Wing_Point",16,5,"inshore",47.615814,-122.488302,2025,"7/17/2025",8,19,0,0,7,0,200,0,0,0,17,0,0,0,0,0
"2_16_6_25","Central_Puget_Sound",2,"Wing_Point",16,6,"inshore",47.615814,-122.488302,2025,"7/17/2025",7,10,0,0,3,0,187,0,0,0,19,0,0,0,0,0
"2_17_1_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,1,"offshore",47.618148,-122.360893,2024,"10/8/2024",21.5,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0
"2_17_2_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,2,"offshore",47.618148,-122.360893,2024,"10/8/2024",20.5,0,0,0,1,0,16,0,0,0,0,0,0,0,0,0
"2_17_3_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,3,"offshore",47.618148,-122.360893,2024,"10/8/2024",20,0,0,0,0,1,30,0,0,0,6,0,0,0,0,0
"2_17_4_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,4,"inshore",47.618148,-122.360893,2024,"10/8/2024",6.5,0,0,0,2,0,25,0,0,0,4,0,0,0,0,0
"2_17_5_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,5,"inshore",47.618148,-122.360893,2024,"10/8/2024",6,0,0,1,2,0,9,0,0,0,7,0,0,0,0,0
"2_17_6_24","Central_Puget_Sound",2,"Sirens_of_Spring",17,6,"inshore",47.618148,-122.360893,2024,"10/8/2024",5,0,0,0,1,0,25,0,0,0,0,0,0,0,0,0
"2_17_1_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,1,"offshore",47.618148,-122.360893,2025,"1/27/2025",21.5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"2_17_2_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,2,"offshore",47.618148,-122.360893,2025,"1/27/2025",21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2_17_3_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,3,"offshore",47.618148,-122.360893,2025,"1/27/2025",17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_17_4_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,4,"inshore",47.618148,-122.360893,2025,"1/27/2025",8,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0
"2_17_5_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,5,"inshore",47.618148,-122.360893,2025,"1/27/2025",8,0,0,0,0,0,1,0,0,0,37,0,0,0,0,0
"2_17_6_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,6,"inshore",47.618148,-122.360893,2025,"1/27/2025",11,0,0,0,0,0,6,0,0,0,25,0,0,0,0,0
"2_17_1_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,1,"offshore",47.618148,-122.360893,2025,"8/29/2025",23.5,0,0,0,1,4,83,0,0,0,2,0,0,0,0,0
"2_17_2_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,2,"offshore",47.618148,-122.360893,2025,"8/29/2025",23.5,0,0,1,7,0,76,0,0,0,1,0,0,0,0,0
"2_17_3_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,3,"offshore",47.618148,-122.360893,2025,"8/29/2025",21,0,0,0,2,6,41,0,0,0,0,0,0,0,0,0
"2_17_4_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,4,"inshore",47.618148,-122.360893,2025,"8/29/2025",5.5,0,0,0,0,0,3,0,0,0,46,0,0,0,0,0
"2_17_5_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,5,"inshore",47.618148,-122.360893,2025,"8/29/2025",6,0,0,0,0,2,4,0,0,0,37,0,0,0,0,0
"2_17_6_25","Central_Puget_Sound",2,"Sirens_of_Spring",17,6,"inshore",47.618148,-122.360893,2025,"8/29/2025",6.5,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"2_18_1_24","Central_Puget_Sound",2,"Grain_Terminal",18,1,"offshore",47.624131,-122.369154,2024,"7/8/2024",21,0,0,1,0,73,24,0,0,0,0,0,0,0,0,0
"2_18_2_24","Central_Puget_Sound",2,"Grain_Terminal",18,2,"offshore",47.624131,-122.369154,2024,"7/8/2024",18.5,0,0,0,6,68,11,0,0,0,0,0,0,0,0,0
"2_18_3_24","Central_Puget_Sound",2,"Grain_Terminal",18,3,"offshore",47.624131,-122.369154,2024,"7/8/2024",18,0,0,1,5,81,107,0,0,0,0,0,0,0,0,0
"2_18_4_24","Central_Puget_Sound",2,"Grain_Terminal",18,4,"inshore",47.624131,-122.369154,2024,"7/8/2024",13.5,0,0,52,58,13,205,0,0,0,0,0,0,0,0,0
"2_18_5_24","Central_Puget_Sound",2,"Grain_Terminal",18,5,"inshore",47.624131,-122.369154,2024,"7/8/2024",10,0,0,22,46,3,220,0,0,0,4,0,0,0,0,0
"2_18_6_24","Central_Puget_Sound",2,"Grain_Terminal",18,6,"inshore",47.624131,-122.369154,2024,"7/8/2024",11.5,0,0,4,17,9,216,0,0,0,2,0,0,0,0,0
"2_18_1_25","Central_Puget_Sound",2,"Grain_Terminal",18,1,"offshore",47.624131,-122.369154,2025,"7/16/2025",21,2,0,0,5,35,300,0,0,0,0,0,0,0,0,0
"2_18_2_25","Central_Puget_Sound",2,"Grain_Terminal",18,2,"offshore",47.624131,-122.369154,2025,"7/16/2025",19.5,0,0,0,2,55,32,0,0,0,0,0,0,0,0,0
"2_18_3_25","Central_Puget_Sound",2,"Grain_Terminal",18,3,"offshore",47.624131,-122.369154,2025,"7/16/2025",18.5,2,0,0,0,83,1,0,0,0,0,0,0,0,0,0
"2_18_4_25","Central_Puget_Sound",2,"Grain_Terminal",18,4,"inshore",47.624131,-122.369154,2025,"7/16/2025",14,3,0,16,29,51,121,0,0,0,15,0,0,0,0,0
"2_18_5_25","Central_Puget_Sound",2,"Grain_Terminal",18,5,"inshore",47.624131,-122.369154,2025,"7/16/2025",14.5,1,0,5,4,37,75,0,0,0,14,0,0,0,0,0
"2_18_6_25","Central_Puget_Sound",2,"Grain_Terminal",18,6,"inshore",47.624131,-122.369154,2025,"7/16/2025",12.5,0,0,5,8,18,105,0,0,0,14,0,0,0,0,0
"2_19_1_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,1,"offshore",47.627001,-122.391019,2024,"10/9/2024",20,0,0,3,1,113,0,0,0,0,0,0,0,0,0,0
"2_19_2_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,2,"offshore",47.627001,-122.391019,2024,"10/9/2024",20,0,0,1,2,277,0,0,0,0,0,0,0,0,0,0
"2_19_3_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,3,"offshore",47.627001,-122.391019,2024,"10/9/2024",20,0,0,4,3,116,0,0,0,0,0,0,0,0,0,0
"2_19_4_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,4,"inshore",47.627001,-122.391019,2024,"10/9/2024",5,0,0,0,2,7,0,0,0,0,126,0,0,0,0,0
"2_19_5_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,5,"inshore",47.627001,-122.391019,2024,"10/9/2024",5,0,0,14,1,25,0,0,0,0,10,0,0,0,0,0
"2_19_6_24","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,6,"inshore",47.627001,-122.391019,2024,"10/9/2024",5,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0
"2_19_1_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,1,"offshore",47.627001,-122.391019,2025,"1/28/2025",25,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0
"2_19_2_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,2,"offshore",47.627001,-122.391019,2025,"1/28/2025",21.5,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0
"2_19_3_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,3,"offshore",47.627001,-122.391019,2025,"1/28/2025",19.5,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0
"2_19_4_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,4,"inshore",47.627001,-122.391019,2025,"1/28/2025",8.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"2_19_5_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,5,"inshore",47.627001,-122.391019,2025,"1/28/2025",8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"2_19_6_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,6,"inshore",47.627001,-122.391019,2025,"1/28/2025",8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"2_19_1_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,1,"offshore",47.627001,-122.391019,2025,"8/28/2025",25.5,0,0,0,12,214,0,0,0,0,0,0,0,0,0,0
"2_19_2_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,2,"offshore",47.627001,-122.391019,2025,"8/28/2025",24.5,0,0,0,7,222,0,0,0,0,0,0,0,0,0,0
"2_19_3_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,3,"offshore",47.627001,-122.391019,2025,"8/28/2025",26.5,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0
"2_19_4_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,4,"inshore",47.627001,-122.391019,2025,"8/28/2025",12,0,0,0,0,11,0,0,0,23,0,0,0,0,0,0
"2_19_5_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,5,"inshore",47.627001,-122.391019,2025,"8/28/2025",8.5,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0
"2_19_6_25","Central_Puget_Sound",2,"Elliot_Bay_Marina",19,6,"inshore",47.627001,-122.391019,2025,"8/28/2025",7,0,0,0,1,4,0,0,0,29,0,0,0,0,0,0
"2_20_1_21","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2021,"8/17/2021",13.5,0,0,2,36,0,108,0,0,0,0,0,0,0,0,0
"2_20_2_21","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2021,"8/17/2021",14,0,0,6,18,0,94,0,0,0,0,0,0,0,0,0
"2_20_3_21","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2021,"8/17/2021",16,0,0,0,16,0,148,0,0,0,0,0,0,0,0,0
"2_20_4_21","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2021,"8/17/2021",19,0,0,6,4,0,173,0,0,0,0,0,0,0,0,0
"2_20_5_21","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2021,"8/17/2021",19,0,0,30,32,0,94,0,0,0,0,0,0,0,0,0
"2_20_6_21","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2021,"8/17/2021",19,0,0,8,8,0,116,0,0,0,0,0,0,0,0,0
"2_20_1_22","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2022,"8/3/2022",12.5,5,0,2,19,3,114,0,0,0,4,0,0,0,0,0
"2_20_2_22","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2022,"8/3/2022",13,6,0,10,17,0,123,0,0,0,0,0,0,0,0,0
"2_20_3_22","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2022,"8/3/2022",13,16,0,2,22,0,77,0,0,0,0,0,0,0,0,0
"2_20_4_22","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2022,"8/3/2022",11,8,0,27,33,0,132,0,0,0,0,0,0,0,0,0
"2_20_5_22","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2022,"8/3/2022",11,18,0,32,26,0,97,0,0,0,0,0,0,0,0,0
"2_20_6_22","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2022,"8/3/2022",10,1,0,5,20,1,135,0,0,0,0,0,0,0,0,0
"2_20_1_23","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2023,"8/23/2023",13,0,0,27,22,0,73,0,0,0,0,0,0,0,0,0
"2_20_2_23","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2023,"8/23/2023",14,0,0,6,6,4,62,2,0,0,2,0,0,0,0,0
"2_20_3_23","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2023,"8/23/2023",16,0,0,0,1,1,315,0,0,0,6,0,0,0,0,0
"2_20_4_23","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2023,"8/23/2023",15.5,0,0,2,0,1,47,0,0,0,2,0,0,0,0,0
"2_20_5_23","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2023,"8/23/2023",15,0,0,1,0,3,218,1,0,0,6,0,0,0,0,0
"2_20_6_23","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2023,"8/23/2023",15.5,0,0,1,0,1,318,0,0,0,1,0,0,0,0,0
"2_20_1_24","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2024,"7/30/2024",13.5,4,0,5,7,0,182,0,0,0,2,0,0,0,0,0
"2_20_2_24","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2024,"7/30/2024",12,3,0,7,18,0,168,0,0,0,0,0,0,0,0,0
"2_20_3_24","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2024,"7/30/2024",11,4,0,16,4,0,210,0,0,0,2,0,0,0,0,0
"2_20_4_24","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2024,"7/30/2024",12,10,0,3,10,0,165,0,0,0,0,0,0,0,0,0
"2_20_5_24","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2024,"7/30/2024",11.5,6,0,6,6,0,161,0,0,0,0,0,0,0,0,0
"2_20_6_24","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2024,"7/30/2024",10,3,0,12,3,0,228,0,0,0,0,0,0,0,0,0
"2_20_1_25","Central_Puget_Sound",2,"Magnolia",20,1,"offshore",47.631423,-122.401099,2025,"7/8/2025",12,0,0,15,60,0,330,0,0,0,0,0,0,0,0,0
"2_20_2_25","Central_Puget_Sound",2,"Magnolia",20,2,"offshore",47.631423,-122.401099,2025,"7/8/2025",11.5,1,0,46,39,0,384,0,0,0,0,0,0,0,0,0
"2_20_3_25","Central_Puget_Sound",2,"Magnolia",20,3,"offshore",47.631423,-122.401099,2025,"7/8/2025",11.5,0,0,30,39,3,354,0,0,0,27,0,0,0,0,0
"2_20_4_25","Central_Puget_Sound",2,"Magnolia",20,4,"inshore",47.631423,-122.401099,2025,"7/8/2025",12.5,0,0,7,12,0,51,0,0,0,0,0,0,0,0,0
"2_20_5_25","Central_Puget_Sound",2,"Magnolia",20,5,"inshore",47.631423,-122.401099,2025,"7/8/2025",11,0,0,11,16,0,104,0,0,0,0,0,0,0,0,0
"2_20_6_25","Central_Puget_Sound",2,"Magnolia",20,6,"inshore",47.631423,-122.401099,2025,"7/8/2025",10,16,0,25,3,0,69,0,0,0,32,0,0,0,0,0
