"key","basin","basin_id","site","site_id","transect","depth_zone","latitude","longitude","year","date","depth_ft","ak_acid_weed","ak_broad-ribbed_kelp","ak_bull_kelp","ak_feather_boa_n","ak_feather_boa_stipe","ak_five-ribbed_kelp","ak_giant_kelp_n","ak_giant_kelp_stipe","ak_sieve_kelp","ak_sugar_kelp","ak_three-ribbed_kelp","ak_torn_kelp","ak_winged_kelp","ak_wire_weed","ak_woody_kelp","cv_acid_weed","cv_articulated","cv_brown_algae","cv_crustose","cv_encrusting","cv_green_algae","cv_holdfast","cv_none","cv_red_algae","cv_seagrass","cv_sessile_inverts","mobile_invertebrates","rf_0-10cm","rf_10cm-1m","rf_1m-2m","rf_over_2m","sb_boulder","sb_clay-wa","sb_cobble","sb_cobble-wa","sb_l_boulder-wa","sb_other","sb_pebble-wa","sb_reef","sb_rock","sb_s_boulder-wa","sb_sand","sb_shell_hash-wa","sp_acid_weed","sp_brown_algae","sp_green_algae","sp_mobile_inverts","sp_red_algae","iv_bat_star","iv_blood_star","iv_blue_striped_sun_star","iv_california_sea_cucumber","iv_dawsons_sun_star","iv_dungeness_crab","iv_flat_abalone","iv_giant_pacific_octopus","iv_giant_spined_star","iv_green_crab","iv_green_pallid_urchin","iv_gumboot_chiton","iv_hairy_triton","iv_kelp_crab","iv_kelp_crab_juv","iv_large_anemone","iv_leather_star","iv_masking_crab","iv_mottled_star","iv_ochre_star","iv_orange_cucumber","iv_piddock_clam","iv_pinto_abalone","iv_plumose_anemone","iv_purple_urchin","iv_rainbow_star","iv_red_abalone","iv_red_urchin","iv_rock_crab","iv_rock_scallop","iv_short_spined_star","iv_slender_crab","iv_sunflower_star","fs_black_and_yellow_rockfish","fs_black_rockfish","fs_black_yellowtail_yoy","fs_blue_deacon_yoy","fs_blue_rockfish","fs_bocaccio_yoy","fs_brown_copper_quillback_yoy","fs_brown_rockfish","fs_buffalo_sculpin","fs_cabezon","fs_canary_rockfish","fs_canary_yoy","fs_china_rockfish","fs_copper_rockfish","fs_deacon_rockfish","fs_forage_fish","fs_gopher_rockfish","fs_grass_rockfish","fs_kelp_greenling","fs_kelp_perch","fs_lingcod","fs_pile_perch","fs_puget_sound_rockfish","fs_puget_sound_yoy","fs_quillback_rockfish","fs_red_irish_lord","fs_shiner_perch","fs_spiny_dogfish","fs_spotted_ratfish","fs_striped_perch","fs_vermilion_rockfish","fs_vermillion_yoy","fs_whitespotted_greenling","fs_wolf_eel","fs_yelloweye_rockfish","fs_yelloweye_yoy","fs_yellowtail_rockfish","fs_yoy_rockfish"
"2_24_6_25","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,6,"inshore",47.819549,-122.37838,2025,2025-07-12,12,0,0,6,0,0,22,0,0,0,151,0,0,0,4,0,0,0,0,0.07,0,0.07,0.03,0.63,0.13,0.03,0.03,0,0.23,0.77,0,0,0,0,0,0.17,0,0,0,0,0.1,0.03,0.67,0.03,0,0.6,0.03,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,6,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_1_24","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,1,"offshore",47.819549,-122.37838,2024,2024-07-06,12.5,8,0,2,0,0,7,0,0,2,144,0,0,0,0,0,0,0,0,0,0.03,0,0,0.9,0,0,0.07,0,0.9,0.1,0,0,0,0,0,0,0,0,0.03,0.07,0,0,0.9,0,0,0.53,0.17,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"2_24_2_24","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,2,"offshore",47.819549,-122.37838,2024,2024-07-06,17,0,0,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.2,0.33,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_3_24","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,3,"offshore",47.819549,-122.37838,2024,2024-07-06,17.5,0,0,0,0,0,1,0,0,0,38,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0.93,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.13,0.2,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_4_24","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,4,"inshore",47.819549,-122.37838,2024,2024-07-06,9.5,8,0,198,0,0,14,0,0,0,132,0,0,0,2,0,0,0,0,0.1,0.03,0,0,0.87,0,0,0,0,0.6,0.4,0,0,0,0,0,0.23,0,0,0.03,0,0.1,0,0.3,0.33,0,0.63,0.17,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"2_24_5_24","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,5,"inshore",47.819549,-122.37838,2024,2024-07-06,10,16,0,4,0,0,13,0,0,0,118,0,0,0,3,0,0,0,0,0,0,0,0,0.8,0.07,0,0.13,0,0.97,0.03,0,0,0,0,0,0.17,0,0,0,0,0.03,0,0.7,0.1,0,0.67,0.13,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_6_24","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,6,"inshore",47.819549,-122.37838,2024,2024-07-06,9,20,0,4,0,0,8,0,0,0,88,0,0,0,14,0,0,0,0,0,0,0,0,0.7,0.07,0,0.23,0,0.9,0.1,0,0,0,0,0,0.2,0.1,0,0,0,0.07,0.03,0.47,0.13,0,0.73,0.07,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_1_23","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,1,"offshore",47.819549,-122.37838,2023,2023-06-17,10.5,37,0,8,0,0,25,0,0,0,193,0,0,0,1,0,0,0,0,0.03,0.03,0,0.03,0.87,0,0,0.03,0,0,1,0,0,0,0,0,0.1,0,0,0.03,0,0.07,0.03,0.77,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_2_23","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,2,"offshore",47.819549,-122.37838,2023,2023-06-17,11,221,0,13,0,0,23,0,0,0,231,0,0,0,0,0,0,0,0,0,0,0,0.07,0.8,0,0,0.13,0,0,1,0,0,0,0,0,0,0.03,0,0,0.03,0.1,0.03,0.8,0,0,0.87,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_3_23","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,3,"offshore",47.819549,-122.37838,2023,2023-06-17,13.5,5,0,1,0,0,4,0,0,0,187,0,0,0,0,0,0,0,0.1,0,0,0,0.23,0.6,0,0.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.27,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_4_23","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,4,"inshore",47.819549,-122.37838,2023,2023-06-17,7,84,0,8,0,0,7,0,0,0,141,0,0,0,0,0,0,0,0,0,0.1,0,0,0.47,0.07,0,0.37,0,0,1,0,0,0,0,0,0.13,0,0,0.1,0,0.2,0.17,0.4,0,0,0.7,0.03,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_5_23","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,5,"inshore",47.819549,-122.37838,2023,2023-06-17,8.5,43,0,4,0,0,9,0,0,0,133,0,0,0,8,0,0,0,0,0.03,0.03,0,0.03,0.7,0,0.03,0.17,0,0.93,0.07,0,0,0,0,0,0.17,0,0,0.03,0,0.07,0,0.73,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_6_23","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,6,"inshore",47.819549,-122.37838,2023,2023-06-17,6,26,0,0,0,0,7,0,0,0,39,0,0,0,0,0,0,0,0.07,0,0,0.1,0.2,0.43,0,0.17,0.03,0,1,0,0,0,0,0,0,0,0,0.03,0.07,0,0,0,0.77,0.13,0,0.1,0.07,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_1_22","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,1,"offshore",47.819549,-122.37838,2022,2022-07-30,9.5,0,0,0,0,0,3,0,0,0,71,0,0,0,0,0,0,0,0,0,0.07,0,0,0.8,0,0,0.13,0,0.97,0.03,0,0,0,0,0,0.1,0.03,0,0.13,0,0,0,0.73,0,0,0.73,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_2_22","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,2,"offshore",47.819549,-122.37838,2022,2022-07-30,10.5,0,0,12,0,0,12,0,0,0,81,0,0,7,4,0,0,0,0,0,0,0,0.03,0.7,0,0,0.27,0,0.93,0.07,0,0,0,0,0,0.13,0,0,0.07,0,0.1,0,0.7,0,0,0.87,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_3_22","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,3,"offshore",47.819549,-122.37838,2022,2022-07-30,12,9,0,40,0,0,14,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0.03,0.77,0,0,0.2,0,0.97,0.03,0,0,0,0,0,0.1,0,0,0.1,0,0.03,0.07,0.6,0.1,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_4_22","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,4,"inshore",47.819549,-122.37838,2022,2022-07-30,7.5,0,0,28,0,0,1,0,0,0,93,0,0,0,1,0,0,0,0,0,0,0,0.03,0.57,0.03,0,0.37,0,0,1,0,0,0,0,0,0.3,0,0,0.03,0,0.1,0,0.37,0.2,0,0.63,0.17,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1,0,0,2,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_5_22","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,5,"inshore",47.819549,-122.37838,2022,2022-07-30,4,0,0,3,0,0,0,0,0,0,39,0,0,0,86,0,0,0,0,0.03,0,0.03,0,0.77,0,0,0.17,0,0.93,0.07,0,0,0,0,0,0.17,0,0,0.13,0,0.13,0,0.4,0.17,0,0.23,0.07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2_24_6_22","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,6,"inshore",47.819549,-122.37838,2022,2022-07-30,9.5,7,0,16,0,0,12,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0.03,0.87,0,0,0.1,0,1,0,0,0,0,0,0,0.03,0,0,0.1,0,0.03,0,0.83,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_1_21","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,1,"offshore",47.819549,-122.37838,2021,2021-07-19,8,20,0,12,0,0,0,0,0,0,132,0,0,0,10,0,0,0,0,0,0.03,0,0,0.73,0,0,0.23,0,0.73,0.27,0,0,0,0,0,0.33,0.1,0,0.03,0,0,0.07,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_2_21","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,2,"offshore",47.819549,-122.37838,2021,2021-07-19,9.5,54,0,54,0,0,2,0,0,0,117,0,0,0,4,0,0,0,0,0,0.1,0,0,0.67,0,0,0.23,0,0.97,0.03,0,0,0,0,0,0.53,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_3_21","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,3,"offshore",47.819549,-122.37838,2021,2021-07-19,12,42,0,94,0,0,8,0,0,0,164,0,0,0,6,0,0,0,0,0.03,0.03,0,0.03,0.87,0,0,0.03,0,1,0,0,0,0,0,0,0.37,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_4_21","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,4,"inshore",47.819549,-122.37838,2021,2021-07-19,6,4,0,137,0,0,0,0,0,0,427,0,0,0,20,0,0,0,0,0.11,0.06,0,0.08,0.25,0.03,0,0.47,0,0.9,0.1,0,0,0,0,0,0.5,0,0,0.23,0,0,0.07,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,14,0,16,0,0,4,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2_24_5_21","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,5,"inshore",47.819549,-122.37838,2021,2021-07-19,8,2,0,56,0,0,0,0,0,0,92,0,0,0,96,0,0,0,0,0,0.07,0.17,0,0.43,0.02,0,0.31,0,1,0,0,0,0,0,0,0.58,0,0,0.09,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,22,0,0,6,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
"2_24_6_21","Central_Puget_Sound",2,"Edmonds_Shell_Creek",24,6,"inshore",47.819549,-122.37838,2021,2021-07-19,11,0,0,0,0,0,0,0,0,0,8,0,0,0,52,0,0,0,0,0,0.06,0.03,0,0.76,0,0,0.15,0,1,0,0,0,0,0,0,0.17,0,0,0.2,0,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,2,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_25_1_24","Northern_Coast",4,"Teahwhit_Head",25,1,"offshore",47.87103,-124.60768,2024,2024-08-06,31.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.17,0,0,0.4,0,0,0.07,0,0.07,0.7,0.2,0.03,0.27,0,0.17,0,0,0,0,0.47,0,0,0.1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,3,1,0,0,0,0,0,0,5,0,0,0,0,0,0,9,131,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_25_2_24","Northern_Coast",4,"Teahwhit_Head",25,2,"offshore",47.87103,-124.60768,2024,2024-08-06,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.2,0,0,0.13,0,0,0.03,0.03,0,0.77,0.13,0.1,0.27,0,0.07,0,0,0,0,0.63,0,0,0.03,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,11,0,0,2,0,0,0,0,1,0,0,4,0,1,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"4_25_3_24","Northern_Coast",4,"Teahwhit_Head",25,3,"offshore",47.87103,-124.60768,2024,2024-08-06,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0.67,0,0,0.07,0,0,0.27,0.17,0.57,0.2,0,0.07,0,0,0,0,0.57,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,32,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4_25_4_24","Northern_Coast",4,"Teahwhit_Head",25,4,"inshore",47.87103,-124.60768,2024,2024-08-06,11,0,0,9,0,0,0,0,0,0,0,0,270,0,0,2,0,0,0.2,0.2,0.17,0,0,0,0.3,0,0.1,0.03,0,0.1,0.17,0.73,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,162,7,0,0,1,2,0,0,1,0,1,0,0,0,0,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4_25_5_24","Northern_Coast",4,"Teahwhit_Head",25,5,"inshore",47.87103,-124.60768,2024,2024-08-06,14,0,0,66,0,0,0,0,0,0,0,0,93,2,0,12,0,0,0,0.1,0.2,0,0.07,0,0.6,0,0.03,0,0,0.67,0.17,0.17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,3,13,1,0,15,0,0,0,0,10,0,0,0,0,2,0,0,0,0,11,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"4_25_6_24","Northern_Coast",4,"Teahwhit_Head",25,6,"inshore",47.87103,-124.60768,2024,2024-08-06,11.5,0,0,5,0,0,0,0,0,0,0,0,28,0,0,9,0,0,0.23,0.17,0.07,0,0.03,0.07,0.27,0,0.13,0.03,0,0.23,0.13,0.63,0.07,0,0.03,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,25,0,0,45,0,0,0,16,0,0,0,4,0,2,0,0,0,0,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5_26_1_25","Admiralty_Inlet",5,"Possession_Point",26,1,"offshore",47.90005,-122.383133,2025,2025-10-09,26.5,0,3,0,0,0,4,0,0,84,33,0,0,0,0,0,0,0,0,0.2,0,0,0,0.77,0.03,0,0,0,0.5,0.5,0,0,0,0,0,0.03,0.03,0,0,0.1,0.03,0.07,0.47,0.27,0,0.4,0,0,0.37,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5_26_2_25","Admiralty_Inlet",5,"Possession_Point",26,2,"offshore",47.90005,-122.383133,2025,2025-10-09,24.5,0,0,0,0,0,14,0,0,43,44,0,0,0,0,0,0,0,0,0.03,0,0,0.1,0.5,0.37,0,0,0,0,1,0,0,0,0,0,0.03,0,0,0.03,0,0,0.03,0.9,0,0,0.43,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"5_26_3_25","Admiralty_Inlet",5,"Possession_Point",26,3,"offshore",47.90005,-122.383133,2025,2025-10-09,24,0,0,0,0,0,8,0,0,25,33,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0.9,0.03,0,0,0,0.87,0.13,0,0,0,0,0,0,0,0,0.1,0,0,0.07,0.83,0,0,0.1,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5_26_4_25","Admiralty_Inlet",5,"Possession_Point",26,4,"inshore",47.90005,-122.383133,2025,2025-10-09,14,2,2,35,0,0,8,0,0,18,116,0,0,0,7,0,0,0,0,0.13,0,0,0.07,0.6,0.2,0,0,0,0.4,0.6,0,0,0,0,0,0,0.07,0,0.1,0.23,0,0.1,0.33,0.17,0,0.5,0,0,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16,1,0,0,0,4,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"5_26_5_25","Admiralty_Inlet",5,"Possession_Point",26,5,"inshore",47.90005,-122.383133,2025,2025-10-09,14,0,0,27,0,0,16,0,0,4,235,0,0,0,3,0,0,0,0,0,0,0,0.03,0.53,0.43,0,0,0,0,1,0,0,0,0,0,0.1,0.07,0,0.07,0,0.07,0.13,0.57,0,0,0.6,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0
"5_26_6_25","Admiralty_Inlet",5,"Possession_Point",26,6,"inshore",47.90005,-122.383133,2025,2025-10-09,15.5,0,0,1,0,0,5,0,0,1,81,0,0,0,1,0,0,0,0,0,0.23,0,0.03,0.73,0,0,0,0,0.1,0.9,0,0,0,0,0,0.07,0,0,0.23,0,0,0,0.67,0.03,0,0.33,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"5_26_1_24","Admiralty_Inlet",5,"Possession_Point",26,1,"offshore",47.90005,-122.383133,2024,2024-10-11,24.5,0,0,3,0,0,4,0,0,66,59,0,0,0,0,0,0,0,0,0.03,0,0,0.07,0.9,0,0,0,0,0.87,0.13,0,0,0,0,0,0.07,0,0,0.17,0,0,0.03,0.73,0,0,0.3,0,0.07,0.17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
