"key","basin","basin_id","site","site_id","transect","depth_zone","latitude","longitude","year","date","depth_ft","bat_star","blood_star","blue_striped_sun_star","california_sea_cucumber","dawsons_sun_star","dungeness_crab","giant_pacific_octopus","giant_spined_star","green_crab","green_pallid_urchin","gumboot_chiton","hairy_triton","kelp_crab","kelp_crab_juv","large_anemone","leather_star","mottled_star","ochre_star","orange_cucumber","piddock_clam","pinto_abalone","plumose_anemone","purple_urchin","rainbow_star","red_urchin","rock_crab","rock_scallop","short_spined_star","slender_crab","sunflower_star","flat_abalone","masking_crab","red_abalone"
"6_31_1_25","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,1,"offshore",48.11942,-122.48704,2025,"2025-10-11",14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,7,0,0,0,0,0,0,0,0,6,0,2,0,1,0,0,0
"6_31_2_25","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,2,"offshore",48.11942,-122.48704,2025,"2025-10-11",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0
"6_31_3_25","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,3,"offshore",48.11942,-122.48704,2025,"2025-10-11",13.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,8,0,0,0,0,0,0,0,0,8,0,6,0,1,0,0,0
"6_31_4_25","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,4,"inshore",48.11942,-122.48704,2025,"2025-10-11",7,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,5,35,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0
"6_31_5_25","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,5,"inshore",48.11942,-122.48704,2025,"2025-10-11",5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,54,0,0,0,0,26,0,0,0,9,0,0,0,0,0,0,0
"6_31_6_25","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,6,"inshore",48.11942,-122.48704,2025,"2025-10-11",7.5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,19,9,0,0,0,0,0,0,0,0,13,0,2,0,0,0,0,0
"6_31_1_24","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,1,"offshore",48.11942,-122.48704,2024,"2024-10-12",19,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,7,0,1,0,0,0,0,0,0,3,0,9,0,2,0,0,0
"6_31_2_24","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,2,"offshore",48.11942,-122.48704,2024,"2024-10-12",19,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,35,15,0,15,0,0,0,0,0,0,2,0,18,0,4,0,0,0
"6_31_3_24","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,3,"offshore",48.11942,-122.48704,2024,"2024-10-12",15.5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,25,0,0,1,0,0,0,0,0,0,3,0,40,0,5,0,0,0
"6_31_4_24","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,4,"inshore",48.11942,-122.48704,2024,"2024-10-12",11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,0,1,1,0,0,0,0,0,2,0,15,0,3,0,0,0
"6_31_5_24","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,5,"inshore",48.11942,-122.48704,2024,"2024-10-12",12,0,0,0,5,0,1,0,0,0,0,0,0,1,0,0,14,9,0,1,0,0,0,0,0,0,4,0,33,0,3,0,0,0
"6_31_6_24","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,6,"inshore",48.11942,-122.48704,2024,"2024-10-12",14.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,0,0,3,0,20,0,4,0,0,0
"6_31_1_23","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,1,"offshore",48.11942,-122.48704,2023,"2023-10-22",19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0
"6_31_2_23","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,2,"offshore",48.11942,-122.48704,2023,"2023-10-22",18.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
"6_31_3_23","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,3,"offshore",48.11942,-122.48704,2023,"2023-10-22",15,0,0,0,4,0,2,0,0,0,0,0,0,2,0,0,19,7,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0
"6_31_4_23","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,4,"inshore",48.11942,-122.48704,2023,"2023-10-22",14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,15,0,0,0,0,0,0,0,0,12,0,2,0,1,0,0,0
"6_31_5_23","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,5,"inshore",48.11942,-122.48704,2023,"2023-10-22",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0
"6_31_6_23","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,6,"inshore",48.11942,-122.48704,2023,"2023-10-22",12,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
"6_31_1_22","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,1,"offshore",48.11942,-122.48704,2022,"2022-10-22",16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,35,0,0,0,0,1,0,0,0,4,0,7,0,2,0,0,0
"6_31_2_22","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,2,"offshore",48.11942,-122.48704,2022,"2022-10-22",18.5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
"6_31_3_22","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,3,"offshore",48.11942,-122.48704,2022,"2022-10-22",15.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"6_31_4_22","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,4,"inshore",48.11942,-122.48704,2022,"2022-10-22",8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,300,0,0,0,0,1,0,0,0,16,0,0,0,1,0,0,0
"6_31_5_22","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,5,"inshore",48.11942,-122.48704,2022,"2022-10-22",10,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,3,126,7,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
"6_31_6_22","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,6,"inshore",48.11942,-122.48704,2022,"2022-10-22",5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
"6_31_1_21","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,1,"offshore",48.11942,-122.48704,2021,"2021-10-14",19.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
"6_31_2_21","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,2,"offshore",48.11942,-122.48704,2021,"2021-10-14",19.5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
"6_31_3_21","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,3,"offshore",48.11942,-122.48704,2021,"2021-10-14",19.5,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,26,3,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
"6_31_4_21","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,4,"inshore",48.11942,-122.48704,2021,"2021-10-14",14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0
"6_31_5_21","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,5,"inshore",48.11942,-122.48704,2021,"2021-10-14",14,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"6_31_6_21","Saratoga/Whidbey_Basin",6,"Lowell_Point",31,6,"inshore",48.11942,-122.48704,2021,"2021-10-14",13,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"7_32_1_25","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,1,"offshore",48.133602,-122.934924,2025,"2025-08-01",8.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,1,0,0,0
"7_32_2_25","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,2,"offshore",48.133602,-122.934924,2025,"2025-08-01",8,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_32_3_25","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,3,"offshore",48.133602,-122.934924,2025,"2025-08-01",7.5,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_32_4_25","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,4,"inshore",48.133602,-122.934924,2025,"2025-08-01",9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_32_5_25","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,5,"inshore",48.133602,-122.934924,2025,"2025-08-01",9,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"7_32_6_25","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,6,"inshore",48.133602,-122.934924,2025,"2025-08-01",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"7_32_1_24","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,1,"offshore",48.133602,-122.934924,2024,"2024-06-16",8,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,0
"7_32_2_24","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,2,"offshore",48.133602,-122.934924,2024,"2024-06-16",8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7_32_3_24","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,3,"offshore",48.133602,-122.934924,2024,"2024-06-16",7.5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7_32_4_24","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,4,"inshore",48.133602,-122.934924,2024,"2024-06-16",8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
"7_32_5_24","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,5,"inshore",48.133602,-122.934924,2024,"2024-06-16",8.5,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"7_32_6_24","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,6,"inshore",48.133602,-122.934924,2024,"2024-06-16",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"7_32_1_23","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,1,"offshore",48.133602,-122.934924,2023,"2023-07-21",12,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7_32_2_23","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,2,"offshore",48.133602,-122.934924,2023,"2023-07-21",12,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
"7_32_3_23","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,3,"offshore",48.133602,-122.934924,2023,"2023-07-21",11,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"7_32_4_23","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,4,"inshore",48.133602,-122.934924,2023,"2023-07-21",11,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"7_32_5_23","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,5,"inshore",48.133602,-122.934924,2023,"2023-07-21",9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7_32_6_23","Eastern_Strait_of_Juan_de_Fuca",7,"Dallas_Banks",32,6,"inshore",48.133602,-122.934924,2023,"2023-07-21",9.5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_33_1_25","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,1,"offshore",48.138791,-122.844791,2025,"2025-07-06",16,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,69,0,1,0,8,0,21,0,0,0,0,0,0,0,0
"7_33_2_25","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,2,"offshore",48.138791,-122.844791,2025,"2025-07-06",15.5,0,1,0,7,0,0,0,0,0,0,3,0,0,0,0,0,1,0,438,0,0,0,0,1,24,0,1,0,0,0,0,0,0
"7_33_3_25","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,3,"offshore",48.138791,-122.844791,2025,"2025-07-06",16,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,0,0,24,0,0,0,0,0,0,0,0
"7_33_4_25","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,4,"inshore",48.138791,-122.844791,2025,"2025-07-06",9,0,1,1,6,0,0,0,0,0,0,4,0,3,0,0,0,0,0,176,3,0,0,4,0,3,0,0,0,0,0,0,0,0
"7_33_5_25","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,5,"inshore",48.138791,-122.844791,2025,"2025-07-06",10,0,4,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,349,0,0,0,1,0,4,1,1,0,0,0,0,0,0
"7_33_6_25","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,6,"inshore",48.138791,-122.844791,2025,"2025-07-06",9,0,7,0,3,0,0,0,0,0,0,5,0,0,0,0,1,0,0,336,0,0,0,1,0,10,1,0,0,0,0,0,0,0
"7_33_1_24","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,1,"offshore",48.138791,-122.844791,2024,"2024-06-15",20.5,0,3,0,1,0,0,0,0,0,1,2,0,0,0,1,0,1,0,90,0,1,0,0,0,21,0,2,0,0,0,0,0,0
"7_33_2_24","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,2,"offshore",48.138791,-122.844791,2024,"2024-06-15",21.5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,18,0,0,0,1,0,1,1,0,0,0,0,0,0,0
"7_33_3_24","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,3,"offshore",48.138791,-122.844791,2024,"2024-06-15",18.5,0,0,1,3,0,0,0,0,0,0,3,1,0,0,0,0,0,0,244,0,0,0,177,1,0,0,1,0,0,0,0,0,0
"7_33_4_24","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,4,"inshore",48.138791,-122.844791,2024,"2024-06-15",17.5,0,1,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"7_33_5_24","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,5,"inshore",48.138791,-122.844791,2024,"2024-06-15",17,0,2,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,52,0,0,0,3,0,3,0,1,0,0,0,0,0,0
"7_33_6_24","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,6,"inshore",48.138791,-122.844791,2024,"2024-06-15",13.5,0,2,1,3,0,0,0,0,0,2,4,0,1,0,0,0,2,0,308,0,0,0,4,0,4,0,0,0,0,0,0,0,0
"7_33_1_23","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,1,"offshore",48.138791,-122.844791,2023,"2023-07-22",26.5,0,4,0,5,0,0,0,0,0,5,3,0,0,1,0,0,3,0,162,0,0,1,0,0,43,0,0,0,0,0,0,0,0
"7_33_2_23","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,2,"offshore",48.138791,-122.844791,2023,"2023-07-22",27.5,0,1,0,15,0,0,0,0,0,9,2,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_33_3_23","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,3,"offshore",48.138791,-122.844791,2023,"2023-07-22",22,0,1,0,10,0,0,0,2,0,0,1,4,0,0,0,0,0,0,245,0,0,0,0,0,166,0,0,0,0,0,0,0,0
"7_33_4_23","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,4,"inshore",48.138791,-122.844791,2023,"2023-07-22",16,0,2,0,10,0,0,0,1,0,0,3,0,0,0,1,0,0,0,79,0,0,0,0,0,150,0,0,0,0,0,0,0,0
"7_33_5_23","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,5,"inshore",48.138791,-122.844791,2023,"2023-07-22",19,0,2,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,75,0,0,0,0,0,15,2,0,0,0,0,0,0,0
"7_33_6_23","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,6,"inshore",48.138791,-122.844791,2023,"2023-07-22",15.5,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_33_1_22","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,1,"offshore",48.138791,-122.844791,2022,"2022-07-08",25,0,1,0,3,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_33_2_22","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,2,"offshore",48.138791,-122.844791,2022,"2022-07-08",22.5,0,4,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,32,3,1,0,0,0,0,0,0
"7_33_3_22","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,3,"offshore",48.138791,-122.844791,2022,"2022-07-08",16.5,0,4,0,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,20,3,1,1,0,0,0,0,0
"7_33_4_22","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,4,"inshore",48.138791,-122.844791,2022,"2022-07-08",16.5,0,1,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"7_33_5_22","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,5,"inshore",48.138791,-122.844791,2022,"2022-07-08",11.5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"7_33_6_22","Eastern_Strait_of_Juan_de_Fuca",7,"McCurdy_Point",33,6,"inshore",48.138791,-122.844791,2022,"2022-07-08",11,0,3,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"7_34_1_25","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,1,"offshore",48.13964,-123.585069,2025,"2025-08-17",35.5,0,1,0,2,0,0,0,0,0,33,1,0,0,2,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_34_2_25","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,2,"offshore",48.13964,-123.585069,2025,"2025-08-17",35.5,0,0,0,3,0,0,0,0,0,24,2,5,0,1,6,0,0,0,28,0,0,0,24,0,9,0,0,0,0,0,0,0,0
"7_34_3_25","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,3,"offshore",48.13964,-123.585069,2025,"2025-08-17",37,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_34_4_25","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,4,"inshore",48.13964,-123.585069,2025,"2025-08-17",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_34_5_25","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,5,"inshore",48.13964,-123.585069,2025,"2025-08-17",22.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_34_6_25","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,6,"inshore",48.13964,-123.585069,2025,"2025-08-17",25.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7_34_1_24","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,1,"offshore",48.13964,-123.585069,2024,"2024-07-27",41,0,0,0,1,0,0,0,0,0,14,2,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"7_34_2_24","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,2,"offshore",48.13964,-123.585069,2024,"2024-07-27",38.5,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7_34_3_24","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,3,"offshore",48.13964,-123.585069,2024,"2024-07-27",39.5,0,0,0,1,0,0,0,0,0,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7_34_4_24","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,4,"inshore",48.13964,-123.585069,2024,"2024-07-27",24.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_34_5_24","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,5,"inshore",48.13964,-123.585069,2024,"2024-07-27",21.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_34_6_24","Eastern_Strait_of_Juan_de_Fuca",7,"Lower_Elwha",34,6,"inshore",48.13964,-123.585069,2024,"2024-07-27",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7_35_1_25","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,1,"offshore",48.141606,-123.613191,2025,"2025-08-04",14.5,0,19,0,0,0,0,1,0,0,44,2,0,0,0,1,0,0,0,1,0,0,0,25,0,17,0,0,0,0,0,0,0,0
"7_35_2_25","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,2,"offshore",48.141606,-123.613191,2025,"2025-08-04",17,0,3,0,1,0,0,0,0,0,6,4,9,0,0,1,0,0,0,12,0,0,0,21,1,22,0,0,0,0,0,0,0,0
"7_35_3_25","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,3,"offshore",48.141606,-123.613191,2025,"2025-08-04",19.5,0,2,0,0,0,0,0,0,0,34,4,14,0,0,0,0,0,0,26,0,0,0,9,1,8,0,0,0,0,0,0,0,0
"7_35_4_25","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,4,"inshore",48.141606,-123.613191,2025,"2025-08-04",18.5,0,3,0,1,0,0,0,0,0,22,9,16,0,0,0,0,0,0,55,0,0,0,17,0,22,2,0,0,0,0,0,0,0
"7_35_5_25","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,5,"inshore",48.141606,-123.613191,2025,"2025-08-04",19.5,0,4,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"7_35_6_25","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,6,"inshore",48.141606,-123.613191,2025,"2025-08-04",19,0,5,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,20,0,1,0,15,0,14,0,0,0,0,0,0,0,0
"7_35_1_24","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,1,"offshore",48.141606,-123.613191,2024,"2024-07-17",20,0,5,0,1,0,0,0,0,0,18,2,19,0,0,0,0,0,0,27,398,0,0,18,0,11,1,0,0,0,0,0,0,0
"7_35_2_24","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,2,"offshore",48.141606,-123.613191,2024,"2024-07-17",20,0,2,0,0,0,0,0,0,0,16,4,4,0,0,1,0,0,0,7,125,0,0,31,0,27,0,0,0,0,0,0,0,0
"7_35_3_24","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,3,"offshore",48.141606,-123.613191,2024,"2024-07-17",21.5,0,3,0,2,0,0,0,0,0,25,5,0,0,0,0,0,0,0,8,696,0,0,46,0,42,0,0,0,0,0,0,0,0
"7_35_4_24","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,4,"inshore",48.141606,-123.613191,2024,"2024-07-17",11.5,0,12,0,0,0,0,0,0,0,38,7,6,1,0,0,0,0,0,25,262,0,0,11,0,17,0,0,0,0,0,0,0,0
"7_35_5_24","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,5,"inshore",48.141606,-123.613191,2024,"2024-07-17",15,0,6,0,1,0,0,0,0,0,19,6,10,0,0,1,0,1,0,85,95,0,0,5,0,13,0,0,0,0,0,0,0,0
"7_35_6_24","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,6,"inshore",48.141606,-123.613191,2024,"2024-07-17",14.5,0,12,0,1,0,0,0,0,0,12,4,3,0,0,0,1,0,0,9,101,0,0,20,0,23,0,0,0,0,0,0,0,0
"7_35_1_23","Eastern_Strait_of_Juan_de_Fuca",7,"Freshwater_Bay",35,1,"offshore",48.141606,-123.613191,2023,"2023-07-25",23.5,0,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,0
